GUID,Val1+Val2,IsDuplicateGuid (Y or N),Is Val3 length greater than the average length of Val3 (Y or N)
JF6ZZFBT9IDR7UMOHRNB2QBJVBNHTCLM,825704,N,Y
CJYCEW396HMTNV95SIVTUY8VAV36PP73,667444,N,Y
57YSUKEJ4Z39QN37OMZ0699MKM1TSDJ9,1539342,N,Y
FZJ3QFV5K5EYJXBOJ9HWVBUFRXT5F4UC,1238243,N,Y
147MCU68NJ3T8XMQXN21OMLLHN5EMTW8,1032710,N,N
1OLGSH6H2IY3NJNG2UM21KM43QG30PBQ,549717,N,Y
RWL805EOULKJHGWZ5ISWWHZDY39G5LFI,1662596,N,N
J473M83ANUE7435GQK17ME02069QQY9C,1079351,N,N
ZJ9SUN0QDC8DZ1KX1NKGGOSBJ39QCQL3,1397366,N,Y
EGBKBBMM1U02DMSVIT3UKK211SJUJTV2,1212387,N,N
GEDNRAP41GTBZNBZ52U24UZF3N9459PM,572208,N,Y
UTFD6S8L2W692L3GJ2RKHPJP8BXD1S7K,1151360,N,N
2YKJ0Z86ARILFVBYDQBZ32KP8DH23WKB,1588567,N,Y
57BIMYMAWBDUEF038I3IEW9OE9YNARE1,1013548,N,N
ZQ4CHUSTSJ5CQLNBCDFG6KNA1CXDE8NL,1496078,N,Y
XNR53M2R79O7HOJ2A54C0MUIGXZ01QUQ,1508035,N,Y
M0ONKN3U7HOTUB4J2VQFPTDS4W8ARLYO,1465565,N,N
02K1WQ0GPX9ABRIUD8TWOV8NH90SG1BN,891483,N,Y
7IGKNYXGRAQG37WGO4SRXQ5Q92H9IBXM,1118773,N,N
9TZ9MF3OIX69XEU2YZJ37A1WW35E8EPS,744011,N,Y
O385E9E05EX3RH8EIETO17NET0OWTO43,810331,N,Y
IF4N9UM0KJJF1F1NDVZKEGTIKG8XKDBD,1618955,N,N
TM5B50LIN5UEW9FAC6EB24TAO8FOX0TT,835796,N,Y
QWIK2EPP1JOJN2ZMYAEI5MZ0BSHPOKYS,968428,N,Y
KCOP0ASSJYOWS1IVE5MKWW0EUNUELKWK,1138553,N,N
V3R1Q6LBZVRF70BQLGIWRP6GYOF0686E,486165,N,Y
QMECRD3DRNOSRJICPS1H504JVEW1KGS5,1355772,N,Y
AI7G3D48TJVHA8LOKOVAUYQB6CNXMNZN,1167943,N,Y
3JUP6N91ZL0JXGZ7J0509VMZOFSM48SQ,708878,N,Y
ITG7XJ0A9AO4EFPGC6LVNWOE7MOBG05H,917922,N,Y
M7IL9EEE7E8XBIGMG5DY3YNNKQCEN1IW,826787,N,Y
890PXM4XI79B8J046ENUZYCR8M8KCMM0,489438,N,Y
LCOSAGKYXF1V4SRDKAUY5I5YN39U92Q6,1679037,N,Y
F4ZK4174WVWBDKRBWHBF6M5VMN3XFZ2A,802100,N,N
V81UQMZ04HFUDVGE48CKC0IJN5X6CCHQ,957778,N,Y
F39T21W4TTDQEBE1M0FGBNF5RVE08F5E,1010958,N,N
0N1SUHOHMS1A7K4USZHMW7ZUQ4GJWHLV,350802,N,N
IX5DP8WYDWPWSTWHYAMD59YFIZMJ7B7U,690544,N,N
2GECLLW10DK1JKOGJU3DE7I63OT1X6FK,1082581,N,N
DT5ZSZRWHG07A5EBYCZB5P0PLAM1H9NX,806261,N,Y
SK6XNTXGWUJKN65YPIN8S4Q38RW8KWXK,1774298,N,N
A7U9UAWETDSHBUK5L0HWP5SGJ7DR3S08,1180735,N,Y
CUWLTIP163T0O8L9IBOXVKEXLROO7AGB,581043,N,Y
CU715WZW29OBMFF6UFW1SHIMA8SLZZIT,1377857,N,Y
28VL89GALTFO9BZZL4R4XRNTISNQ424J,1183666,N,N
4HTD7J2QBF2KURGRD21H3RRYKS50FLK5,557778,N,Y
HJ9ANXNFQ3VKZQS4D06X93EDFS4JGA2R,1336007,N,Y
APOT9IE4R81JBFQKA0HNAHXRQ3HR5FRF,1023235,N,Y
IMBVES700OYROYY2KBSSS8F464QUWQF4,1531041,N,N
G60TKH7EBVU08OEGW5QN9DXGPNY5M27O,88054,N,Y
AIOY596MW4RNIAWVNCWAPXFIEDS78T8D,604007,N,Y
5CGJWV7VACK40O16ZRDL4ZR9HNMJ419G,1114246,N,N
I1GUVFRUXIKVBXXC56RFK7ZLC70PSMRE,701934,N,Y
BQM8VNEY9NXDDDGN0S4OGEYG475M3ZMD,1458930,N,Y
BOIK789UYDHT30OXZ6UDHPHK455YN03V,993450,N,Y
0LLD03ZZJAYYXYPCWRBHU0K8FSDYSRHF,690042,N,N
2V6J0Z276MK9RMS07UVE2TUSIV4MJ3A1,851628,N,N
VP0YDC2YLGVRB429LCEGZJ7VQ7XYEM07,660696,N,N
VCWBY8WKTT3O5MPEMAAKQOYV63FTBI8N,570396,N,Y
L42UKK2C2BVTMSM8KX0NNDQ6YJ3Z4TVS,844279,N,N
W5LBBWE1VVRYD7IZDJQ1T4YGX143BLTU,963733,N,Y
FVH1NI6XBKIKJAPWPHM422AILV24ZGTG,416233,N,Y
X5ZWARDKX0TMPXV975T7DZ3A3S7LISUW,1626420,N,Y
QF7TJQQHC7108XW88BG85KWIKFX25D1S,420468,N,N
K8MGK95HJ4GHV4F45UWCCO8XGFLTP966,748015,N,Y
1U480QYQVRU1M8UTLO8886VSX1IVHYX7,1254529,N,N
5DP2RBWM7WIYI3XZ9NJNAM3U4TCQ6DVB,1708535,N,N
72MXNCG0QQFBD97EZLP3EKPNQNAMJWPX,884857,N,N
1G9Q4FOPK4FZWX0D4Y7VSALZFUCF1524,1326328,N,N
G92ANCI66XFLWRLF0H29J7Q127RKMYE4,1203772,N,Y
1GY7YZ0YXP15XCEM9TMT0UZKGWHLASGS,810091,N,Y
CF3JVKVGATKT4NZA4NZBYGTG2QGRY2BT,706110,N,N
4HTF1LSRFUJ9FI0ORMUEZQ0KR2FT0B1J,161687,N,Y
A1I9BW1HA7OMLSYE4HPQ9G3F73Q4RENC,589996,N,N
YP5KAPEZL9VZKW7E6BYNSO0P26ENKSV8,784204,N,N
6U22V97KL5JJ4735N1RQP44BRPV0XAC4,1718035,N,Y
PR7EKAC1593GGVZPGNKK8HKI126470WL,1148999,N,N
J7COLZCFZYYBKQEN7HNWCKFY6XB566SD,706866,N,N
VNGTAN7YZZSXU7IWGL7UUJIETZY7R1G5,407797,N,Y
FAUYPN26EQ9ZQEVLRZE9R2RJX1Z51PL3,1642346,N,N
L3J30R0B8SNVXREDK451V23IXTN93HMN,837904,N,N
BIA1TG43709KK2QIHMQDHSS4P9OG6JN8,706784,N,N
BPH7GUQCFOK51G67U7ZTBPCAA11R3258,1204466,N,Y
G2LATG7KPHB5K31HU4PTAMHAUAU7G2NT,755694,N,N
4FOJV60R80Z38YCT3VX19YUIV31D2VUT,1105473,N,N
G2ADJS2NIN1VF8A7IXNZXRMC8NB2JP6U,1145837,N,N
BYTANT47SD3RZPQ97KC3L4IHMJ9D4PWK,1323927,N,N
DO1J46GO5BFVI46H9BKZBSXBKPO2RCZZ,1797547,N,N
FVUWQW4OK7G3OWRMNN30CCMUB4WDV3QR,1543734,N,Y
KV47W4Z9JNKDIDJ0JZLEZA4HXSIIW9WE,292500,N,Y
BAEJY12I0B31UMYEAPXEWRM5ZGGPSDAK,814215,N,Y
XHVNAGZH3TEN0BR9U700LFGXHS976GEB,553273,N,N
EQ8BEIBX3HHBMANXX52SNKV60GJZCX2D,759403,N,N
YM1IJLAB4AV7KLCC0FYV16YT36KZBBFC,516162,N,N
0QB2WHMGI49WZJ12S693ONZYV5013UAD,846643,N,Y
5V8K3QU56BN80HCN5IW32M2PPAKUIRQU,966795,N,N
E04DCSJWAUGLDZBY9HFN4GL4RN5IUZYV,957314,N,Y
9WH0RIUTVB3F082R8M0ZAZ5RL3BW42NU,1128330,N,N
YOIID316R07CDVNDBJJ7F0EKG6VVJXZ2,1099197,N,N
4BXEV2RJH2Z1HN0DVHBTS8SG0ZTB68JX,1591158,N,N
JRKIQ4N2O4VFJVR86F2DCY6OJD7WJS29,1100699,N,N
4BQN8HH3SB9Z37BCUZTKZHEYJEDP81FW,1094804,N,N
6EI5PP6C6HB1N6F7MK6M377RPH9LWCY4,951762,N,Y
KQIG7CCD2DUFUJT1ZPCQCJF4MRL2TOSM,217781,N,Y
MUE7WP23KMH5WZ9DG543352IIIGTAHC4,1344833,N,N
UN7FXDQKVK6K32J41AKL8T6FV7SH1PZM,1026346,N,Y
WP0EXKI0CWJ6KMFVZYDEP2CJPB3YTGBL,812574,N,N
AAFIVVUIOHFIYFTHYH24EK6L637IB9JR,629880,N,N
RIINNALJT89J3WN00AH6MFFMTD6LGKQ0,1058200,N,Y
8YQ1GUNEA8Y79DKHXM9VQXREQEP70Y5P,1653449,N,N
1D0EQQ0BEJK502C2FJHHNFD9RNIY9QDE,869833,N,Y
LTZX9NUQRITVJ8UUEHUIRMGV5WBJWO81,365624,N,Y
98KLK0USGWVL4U5592OC2KHU9ZSCLXLJ,1524431,N,Y
7PODHFBE16RV300QGTZZVXAUOFIJ2SC3,306494,N,Y
RHX02LC4JOS05N5182CFDOZCAIW9XFHX,878960,N,Y
ZBVFDY7G76MRL6DGI3JE1AQIRF89I3VD,1305821,N,Y
7U92WMG7PTTAO304Y9T72QAT3IQQ0NUN,1499596,N,Y
ZQ4F7NI9NMT8C56Y2P9B69RIDHNWQZU4,878637,N,N
Y0N9YZUU2BYOXUYMVN2KMW3POVPIRVTP,1070973,N,Y
PWK25CPBFEHJH281Y4LNPP8QYGMF9WU6,381645,N,Y
31QGG8WI0VQEITNLBYDLIBDUV285VTUQ,1461064,N,N
K0RRK40LK14XN5ARFRFR6B2GKK1U1NDS,877064,N,Y
N9XUPSK65WF2EAXLT1WG3ZRVW72L29RG,499942,N,Y
DAU5XJOVBP4Y4G8W758RERTWH3P1PH6H,1557542,N,N
12TNK9I04L1Q9WBRB2XCYS646PBABZB1,1020830,N,Y
SQZHBUQ9DNYKI6JI7JMM1F05WCD2ULSA,203898,N,N
UBSDCPCRV9REHK1F5QDGXVCYJTBUUS13,1212419,N,N
QP9XPD8X3P708B64SCPI2Q173XXJMTO1,1255166,N,Y
GIYAXDH2LHUDPRYFNREY3XF9LQ9AODRC,1417115,N,Y
JQPN4ESCCFNTXRBSHEF12TPQF23XDYUZ,1900326,N,N
33BYX6BEP1RGZKFDNYOFPD7N61EPCMBK,1035121,N,Y
HPK2OVI77MYLL8XVO0BPL4WRB5BOQEDJ,1290300,N,N
0XFJ3FZT9VRJ5ZAFHUJ3PTSRYU6YY53H,1317737,N,Y
QSRBO8SJ3LGR5EHKXWD847I0SM3BMK1W,307231,N,N
IF3JSXNQH0MLQEPDSUFFWXP9E9RSLWJQ,245555,N,N
HLJ3F9DDVP1XXPNXXWD9F8CD00YH3TG2,544302,N,Y
3Y9041UYV3FU2B9V9034H2N4G3VGII4P,1018764,N,N
J60QFEVDD2V6BGWXMYHMTJLTFVJLLGM2,733348,N,Y
2FTNGC3FKTKYH94FTPM6L0Q1N1OLCZ4C,1124766,N,Y
OMSZMUB93UJS3SS7H26ZU8ZUQNLGCDO0,1112125,N,Y
ZIZ3Q1FQQBJNPUIAZ5QPI6MMCECZFWR3,1438676,N,N
ZCGCSI2RFBDAUJ5NDP8S103JLWTEG2BC,1525886,N,N
0Z9B7IGMYKE2R24LDTDA8UURZNAFSF7O,1203590,N,Y
CPNZHMLVBJZYS1JZ20AEYYKLQCLE1V0I,1039194,N,N
3AD6UIWJNO6AI5VO4G08IBJWIKN787KO,1760869,N,N
EKMQCEPH9MHWSUSIP4MOZ3UA5AQBQ60Z,1139837,N,Y
GWUEEXVHWMGPBRRG63LBSOLOXMLQDALG,860029,N,N
0ZZWB8JQ571Y6QIHFCA7QJLYULD89NOI,1044748,N,N
TQHBOMPPIZGCSQC5W6GH82OC5VD5MLP5,1012182,N,N
FI3XBR3WMTDJTG6S8TU4U9IXQ8QGJRGV,587985,N,N
HCYJV06RANKTBA7DQNVKHVAXROY7J4MR,554433,N,Y
8LN1OMTMD1EO0JYUKANGIP8E0K16D2ZR,851561,N,Y
ONAOVP70KTF6WCF8A40QD14KJJV28O79,1146535,N,Y
3BSZ9YVNTJTAUEIL728XS7JDGVFFU43R,873741,N,Y
HX9FCEU4HWDAE2R0657LOXA9U1WMWVIN,1358372,N,N
02UW8PSUPBYFC4RM64SV6OPXMGLTHEAG,1071690,N,N
TJJQ3ZUGZXVOB395VKDZV0GBWI63RSEL,1672254,N,N
R1GES7EE1S80K3IGMHJ1K0F6F2ERSTTC,1481918,N,N
X1G6HTIBRYU6G17ZB2PX0EUTTELACOB1,953229,N,N
0CAJFLMXKQ2LKLBV9758P4540RJC8PFF,976821,N,N
VC81NB7KWKAVKFIWDZV9W47PALRG77NT,631451,N,Y
NVCL4XU1DSP2J9PFV3AMFJU2SPJO5PTW,524960,N,N
25TEU193HMSI66N3IFNXXPSG8LDHRU9R,1436160,N,N
DINK68I5A10C5JUJ8I53C2K3PTEFGINA,1086550,N,N
OW3VCEAH12H9L8U2FNYC84EJO2AUUIHP,1277302,N,N
57CLNSJ8XV1N77RGVVQ3VSF02OZ89OXW,1300221,N,N
I9NXO7EP8RQOP5OMLEGH0K3ZENH0NP6B,1050613,N,Y
GG8MV7RZS9ZJTW9EB9EHEDCGK4UU9UCQ,1303966,N,N
KPAL7ULV8ZMRF4NJ2VBXY51Q3KBSFJBD,1231484,N,Y
JAGLG3UAY2M14HCWTI0ZANFTCC5W0W2F,794854,N,Y
VCCIBXSYLKB6DZZ2AYX8BATQFYVVW1IM,1028870,N,N
BVF6ZKF7DV053T9Q57ET4PVIZD216L6T,1159113,N,N
L455JAJHK9JOJPX927N7715RHBYXTH4A,431288,N,N
99IBSIBWESNKXWR6CQEK8NI54KP33VOF,553642,N,N
CM2IR3FJCOPK3C1T57WGZQ731J56CY9N,969778,N,Y
DL05P8BF3LDGWA02T8B7U4WMJGA7U5G6,1170369,N,N
4Z209CLD5JGMBFV7N29VT5YZ7XPOL5RB,551878,N,N
3UAJQF9M5MQOMDTOLEVNG9GP5R20C61L,1365620,N,Y
2HR0INN5BII2LRU7W68GVZ78TG8VKKT9,662511,N,Y
NQWCS693LMVODMEC2COEKQPW0NKM81OB,1141831,N,N
5PTQIUTHNIUF673XOUY80QUXI4RBKFJI,969037,N,Y
2FYH8S4DEY2R84EZ79CWG8ODM50DWYCH,1144877,N,N
MJISEKT5BSGL4KC6ZSKS2DVNM9X92MPX,1043064,N,N
B6FVBTWFTDWMDNGW5BCU8UJ7TFATEG0Z,1796547,N,N
6TB9WF2W0CALFPFKIZYHT3ZQDL99PGZ7,1521072,N,N
4Q5E1GM650DX0Z3NPN4XUSEZPN5MJVZ0,1328046,N,Y
BQZ44Z4LP52NCJQTU8DGYX1ZUH3GIMMS,1189564,N,N
L1IICFQVGFYZSFO13ZN6QPFBJ8NY3OFK,533258,N,N
0QYRPA9HEAV4IJ103ZIGFI85RY46K615,948702,N,N
MQRCW4FFNRE1WSY2SHGKW94MX10XQT9L,965775,N,N
UF9TST29KEPZT5XFSVNVJ4WP6KR8IUL6,961139,N,N
4GWU44KGVCSNXP8X7GPSQYTD5LOD2K3U,568601,N,Y
7MJF72GWBQ6OXEBILYIX771JC4TFSCTA,1114988,N,N
ZYW0EL5XJY2BTU5D1UJ4DYX55P2YVH24,498923,N,Y
9UPLVAFJAYCAIA1INA3S1PXGCI6ECRUA,921942,N,Y
MK8K5R36CZGLCFDK4AP3AJZL4YP64UJ0,1716505,N,Y
BEAMR3YM7A1JG8RLRPPNDAEA1N01RCW2,1677662,N,N
R6GQ0434PFL901NIHS7AGTFDTR9OZFN5,773103,N,N
57OANH8V1T5BWQKB3W5P12A4T9U45LRS,905920,N,Y
Z9Y3RMZ5MPOYZ64PU8WHZZ1FVEKNL7M3,1688954,N,N
5UV793VL5LCGF49YUGRCCQM49K3PEVDL,316316,N,Y
KNJNMTQDW0RCK6MZ8SVLHEJ602MB289F,1427952,N,Y
9Y0SBO2QA2T26PQNQW08KPSWVD1OVUVL,929368,N,Y
D6KS3X024RZC8CGILDSKANMD6YAWEFMU,251932,N,Y
1VYCTS7IULJS3STBIZX7V5E3763CD378,491991,N,N
E2H7ZWL2K6VNLRHMSJVJS1G8REQV58EV,831449,N,Y
NTZUD829YBJO7ZT7LL0T0LV7BR96D9NN,308020,N,N
4QES8061H7AU1JGXR1I8RNM2V7KMD6VQ,514370,N,N
GU915WMO3864H551VHB4AGVJMIQXM3BJ,1685982,N,N
YZ0JV6PKBYMP1Z3ULEU15IEB7GN2DD6I,1067490,N,Y
EXJS953YYEUURKJC47IO8B9YDM9CX1IK,763506,N,N
MLLI09GUFFYW3EW7G6JRPI67WF97VLAJ,1347980,N,N
Y2GGB6CNNVJ1APJP15T0VQH82HFVTQLW,1247854,N,Y
NKYNAI76JYULXX3O10V5IU7DTCLVBMNR,394008,N,Y
FNBFOBKH9G0BS8NU10PBF23GEBAEU35F,646169,N,Y
O8S1UPQSCGY9EJL0775SR48H4GY3QP5A,1323459,N,N
L8SRCWJUGTHGVPBG8277U8FEK648M148,687049,N,N
9W50COOUI4SYERTMOG3AG557YA1020NK,624676,N,Y
1CY3997B8MKZ1PC612UWMG7HILFI0RLN,1935527,N,Y
7WOUQW6NGT0EFOFYO6SS1XDMQZG2A1RX,657950,N,N
S93ENR16ZN81SYKW4EOR3Z6D1AC0JRNP,1558682,N,N
MHHA2T4QC5YU5I6KFIX3IHZZEY92W0KB,1572238,N,N
GJ9FKD2SPNI7YTRMU7MRFEUQR9EDS5CK,1327630,N,Y
99D5HZ969OPQPSP5EA8AOQMQ6R9NU4MR,1696638,N,N
HGXWYD4UB350Q1M4AMQ2H3YH77WJP85G,1678865,N,Y
F3H8HWD762IMGZHNX9DMX1IIDYHSX2GC,1023406,N,Y
5LCO47KHW4R5X6W700LRJI500OQ8AV39,1362629,N,Y
FYDXY8YQ67Z2SA9W6G6JLCVBH41737OA,746599,N,Y
VJCTAS3LKDJD9CQLHGG26FKDMBS80SUD,1601871,N,N
J3KBPUDHE6O7BPVM2M9HLIQVHB3A88XW,486204,N,Y
YZBM9SJ4HJ93V8F1EUR1MUFZWFSU4LRZ,661898,N,N
FI1BLFY1BZG3M2WJZ0V4IFXF3A833Z6T,1561606,N,Y
K9G3XXDEC6KVXQ8VDN6S02Q7WUCGDR0Q,1287723,N,Y
61OV875Z9V0N9JIC59HPO75096IY1RR1,1137515,N,N
HFE7PS5G07LGAFYVPAR4NMD6B5HHDI21,1042700,N,N
NLWZP4SIQ99U7WFN6OGEGS8DXXF1TNKQ,961328,N,N
VGWEW71WGGX047CHN4OMN8GYY7DSL2CY,516516,N,Y
O2EPIBISPPM9JR3CI5KLG4U3J430J17I,1198278,N,N
SLJFADI9KWDLPHAOXANO6C09X9UQMMAK,941691,Y,N
EV4AF9BJC67WO643PS79WV1HIUVHGO4Q,1016162,N,N
84176ITY3K8EIA7745YY179ZG1JCLZJ8,1171331,N,N
JYV9JQSTQK8WGVA5OUSAS21ZQI0XPY7O,1014983,N,N
273PR89Q0KIPRN0SICJLYKCWFHEG1FGK,1120308,N,N
9QMS4XIQRT2Q241FIBVB1QWNP11YBC78,1787328,N,Y
5WZB7N7PZANAW6ZH498YJH214R5QJZ9X,1097381,N,Y
TBK6HUOIH58A5V39OP5F7IC6KRKI16PH,1265491,N,Y
HK0CERV5OXHJLER4K4A7JXPLTY9ZOFZM,900978,N,Y
6AR9MT5EKRDNE0S9BWF0513483E77WBX,772150,Y,Y
3E8FU5ZEPX913LCJ3MGNZA5XSDRR8CL8,1340725,N,Y
TQQ64EY9LGZW4IZ2WZ4I6MPIT9NBIL1W,1256222,N,Y
QZW7FNSERC7V29CDJJAXDWJBO3SQT99G,1923780,N,Y
7YOY2HL6Q9CPLFR38JPRNGW5VRJG35PS,1223668,N,N
N7VWERWASXJRR22FMCA1Z0HLKKL2ZAMG,1286896,N,Y
NHKNJIT9WMXUPU1K2RC165JUPLHX2WRZ,1158511,N,N
T0BC17LDAZVEO7W26XDDQVW5D1SIB5AW,1441300,N,N
A7MQ02W3EQCJ5PMHYY9XSWZN8KHL5V0O,1380160,N,N
0W1F9TWSON6884ZWTFY86AM8ZM8PQLHE,75600,N,N
0QP852L8Q3SELPGDCVWQ1FRO48S5GSW6,461675,N,Y
GGBBQHCXI0ZVTGL1AW8K4J7LC4IGDXV8,47083,N,N
MQ1OYQ4HYD4NPEE659YOSFTQ263FN1X2,1391701,N,N
1TN8FOP7JDU0PZA1ZUB0XEFXKLJNV11O,1574372,N,N
JCI6MZVFISDM3N6WQOKHTXC4T8VES33Q,1278397,N,N
P8LXG83YJCDO4R9L1VFXLKOFK14A26HX,920421,N,Y
2LL3A324AAL2ZOOGOPAAEIC1L9XOTKRJ,1041848,N,Y
WKWNY2X586V3HECWGC1RL5W7KQKAVDK7,726984,N,Y
G1ZRQRQ9UO8NL6S43OLD9LEOKNMMDKH7,803131,N,Y
F1ZMDDPJYKJPH16EAH6WGOJSQJD2IZ7V,558010,N,N
BJRFHOKE9MLQ89GPCL74041LFQX88SZV,944336,N,N
I3I0YNPC4UG3D24AESQJRB0MP76JQG30,722869,N,N
X3KPB7T7A3I3BCSUTAYFY7YXLL0BWDTM,354229,N,Y
P8945YAMRXHYLL4YC0W25SY171NQWJ4V,1273390,N,Y
XJ57EBI5QMS8RFYDMZ6UAXLN89T3MZA8,974431,N,Y
U2W9N005G0DA4F8UESZPFPD0J9FLAL1R,1382071,N,N
QM4SCD5S8ZOOK0C25M2JFNYS77LD7MYC,1643250,N,Y
6PKWV4UXLDVUKDTKY71CQQ6BBPSI3MKX,804220,N,N
5064CLIP8TSIE8YEU5VNO078SJIJXZ3Y,351982,N,N
X47G6Z8PLWZM5JPGADDQNR6LFOX095L2,432088,N,N
D8815BVE27WAFVZ2XBU8NE91XD0EIJ1K,766746,N,Y
H9KL6YMTMU5NOIG6KPJXCE3ZOCS0BJFQ,627995,N,Y
Z7RXJQKFI9AD5QN7MS8Z9GWVQVW7J2K2,1833804,N,N
VDE5M7J5POO5TSP39XD8P24VFV6KCN78,319377,N,N
8KC1PIFNJ6NP3GK8PVG4A82AB9U2W3A8,577995,N,Y
JG25MJBPETVAAML3DZK3SZNSN21YOIBZ,782716,N,Y
M8CU37LBNLGQHID20K6SY9RGMVCZ1GIY,1375960,N,Y
8C6O6KQR8NK44AK4TG5QBU89VORQ6FQX,404158,N,Y
GQ364TOVC4SLBV8TCG0BKNN3YO7DXMIO,1004759,N,N
OPX61LJUFQ1V0XOYMVFR23SSHNWI1ZW9,349230,N,Y
HK4G47UOVFTND49TQ55KVLH79XLPP6JV,1101291,N,Y
YMTC5M9JUOJMR1FKPP3P0G5R92CYPDDI,1205311,N,Y
TAAZZPWFWVU5VH917DH1S9N611MB64X4,1093059,N,N
6EA7GJXVTSLBRXL7XIB8I2F84VUIVB1N,1337489,N,N
ZAMQ9BD5N5AA6WYFKLR388P94DU0XGD2,947629,N,Y
W3YIVXXVID17DPWOFRLLNCLJO76Q1BT7,1300180,N,N
7EUDHXXF8TEY7EQ1SAR7IDYPRYWG9APW,985054,N,Y
3T6OZDXS39E7CCZIUDXHSMA17KCCGH00,1102413,N,Y
0W7R2HZRI3M9CVX2Y072V9D3CT77C3RK,805799,N,N
YMEA3U8LLRU3ZUWNSM0CDLQVP4GPX6A1,1191300,N,Y
MHIF0QSKGAET0NM89DXEEET2EAJQ8X2Z,1249437,N,Y
BW5W8HSLDRSBL1BPFL5IIP2BSD6EMV5F,427662,N,N
6Y4CYGTT1ZQSPNHXHZ9273IG04L18I6R,1293186,N,Y
MPQTBLI0BH7ZN5OZEOTJRA0EW5H7O0EN,878201,N,Y
ZCB5U15CMDLVYFBFGUZJ6H58XIQ4MKLS,1547754,N,N
L9C5RLJXKBNL71AO8UJ1HDX7SLC734J0,971115,N,N
WLK1RQM3XRGS2IVA4Z0W50YHOQGRILHW,1237080,N,Y
RKFEH4RMWV9SAJO9ALZH98NFVWT1UYXW,1442307,N,Y
MQXJMLWDYDPSVX05THJAOX6TGR0WY4U1,1746986,N,N
M8U62UWEWTYX3EFPQ3IL9FBRLL3LNOHY,1283545,N,N
FUREZ1BLH60ENG9R3SFRBM43JVBEXCAR,995407,N,N
6FPN06QJWKV68L1PHO2VCJD51BR6XA1U,946295,N,N
K1B5U3W1B4R3TZ51IKXGA63ELEHMXWV8,1067562,N,N
VTPYHEERM94CRQ19CETVUMVNVD5N1YA6,393282,N,N
DSRTLUX89D8FE6N9TADQE0K7TOMVONR4,1494760,N,N
1V15CNT0A94FH8WVO05QLHBM0BSJX9RP,665547,N,N
V2BTR7E54G44ZLSAAGMW9GPBQ8J9WVJC,1237458,N,N
DP3A8Z0TTGD2N5MJS1EC9Z9ASM9KXHGH,499414,N,N
6419C4WV7DVTYFKWS118GWGE6Q2UDUAA,922892,N,N
CZY5W8XIEE320K3HJZDZMWBXRS10C6QQ,1416400,N,N
VRFDZJ9LZUSHSORM9EEGFE2DSN2UEFSH,689704,N,N
GO347YJ2XNZWI3YN2GL4WIGMAJ1WZDF4,1181022,N,N
O5PEW1M82FC2TLHL8DCBWBJSVXK13L9K,706495,N,N
4SWVIJ6MDV7QXFJ309KRCSEL294U581X,1198667,N,Y
3BRZEJSBHVORP6P8BMO1T1FM14X0SR1Y,710286,N,N
30CACTLN5FZYOXAJQIGMCFDQM4EQ7WZO,1041818,N,Y
Y3U3CHBELM2DB5E5T6KEOSQ3WP5ESYDV,808199,N,N
U3O1676HDD3XOYF3PPUKDACGY04LUANH,868590,N,N
E7V3NMRF7ZD8X1VHNF0YOH1KNWQ9FBL3,1611778,N,N
66HYPELVGMVQUBBFDH2ZSKDV7XQ5LVU5,895367,N,N
NHEINZO6GGZGQMSVPNE1NU8GMCZQ0C6Y,351655,N,Y
C0O7SNKE5R4L0I13TMON1IUK14JQ5IT3,1568679,N,Y
Z3CZSG3VFB87JYQ9CZU4OVMTU3X3GQSL,122131,N,Y
MOTRPTTUV5Q1WH9MHKGYL1EG3M1R5K3O,1027477,N,Y
GLS5MG0W6C55ANCY8T95RVCK38C0B6WE,254613,N,Y
OS0P0SLL09TG90HZ66OW4U21LXTHVFHY,1427115,N,Y
42DTLU85ZFWCEBDRUZC5TYIDJGROSOM0,1243613,N,Y
0KHW07U6D9CUKXY1L2C2Z7CQQUE27N4O,985814,N,Y
B6UDWUT0ZGYZNP191XMHLVP8NAPM5NLH,1484670,N,N
IP9Z084MYBH21JBMT48WM2RNBEP14MLV,1701846,N,Y
FIAY7NR0IKE03DHYECTX9GYLM7BRG8OX,1850060,N,Y
W9OFPLLAKE7XT60ZQIO9A08X4M8M09NF,918743,N,N
UNX1SALPK8OYAVA9BQ7ORQVZM7P3I6QP,1239839,N,N
CZH3NXWEDT7S189WXAMH7X49FH3DIF1O,1548224,N,N
ZCNNAG6M8ICY6SVDAFRQIJZEHLXV244W,974171,N,N
TDM4S3SDSY75BMVN658KA2O1SGE42RED,638518,N,Y
Z99KLCLQIM5P2IVH5CP25EIJ0FMD59MA,679095,N,N
WQ1ZVXRNGQWF8GXXV5GROW1ZCK7N8Q57,1177538,N,Y
EHIFJ7I3WQP5JY3E0CK783C6ZTI6T0HG,940172,N,Y
M2XPCAUFJ8HCBDPDDV1HWMV9N85VGMRB,1529885,N,N
0ZCOZ5PLPBAKK382GGYDIW8A6ZUFMOMH,176731,N,Y
Z5MUM6QT9QKBLU2ZIW7JNNFACUA2CKGN,1216114,N,Y
TOX060HL5OE31FQR2OOBWYYAJE926NG6,1132426,N,Y
8DWHPAL4GFFRSHBKROCNLZE4YFLRI99L,1271324,N,N
FQYTYCYVKIUJ0SEG6CWWE6IN6X9LDPVR,457345,N,N
GWSC15BB8HRR1W7RRHI7XU4Y1JUJTCIA,1068152,N,N
